25919,Strange Tales (2009) #1,1,16252,144,"At long last, the wait is over!! Marvel is proud to present the debut of this hotly anticipated three issue anthology showcasing Marvel's greatest characters re-imagined by the best and brightest talents working in independent comics today. Don't miss what's sure to be one of the most exciting collections of comics short stories ever produced!!! Every issue stars a stunning array of the best, most exciting cartoonists on the planet-showcasing the Marvel Heroes as you've never seen them before! Featuring the long-awaited Peter Bagge ""Incorrigible Hulk"" serialized over all three issues! Explicit Content ...$4.99",, | colorist:Peter Bagge | colorist:Nicholas Bertozzi | colorist:Hubert Boulard | colorist:Molly Crabapple | colorist:James Kochalka | colorist:MICHAEL KUPPERMAN | colorist:Junko Mizuno | colorist:Johnny Ryan | colorist:Dash Shaw | colorist:Jose Villarrubia | writer:Nicholas Gurewitch | writer:John Leavitt | inker:Paul Pope | inker:John Arne Saeteroy,, | onsaleDate:2009-09-02T00:00:00-0400 | focDate:2009-08-13T00:00:00-0400 | unlimitedDate:2010-02-05T00:00:00-0500, | printPrice:4.99 ,2009,9

