48553,Avengers Undercover (2014) #7,7,16705,168,"&quot;GONE NATIVE&quot; PART 1 OF 4! Runaways fans alert: This issue focuses on Nico&hellip;and her newly resurrected evil ex-boyfriend, Alex! Oh, and something really bad has happened to fellow Runaway Chase! Why are we so mean? Plus: What happened to Cammi? Only Baron Zemo knows&hellip;",, | writer:Dennis Hopeless | penciller (cover):Francesco Mattina | artist:Kev Walker,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
