29273,Deadpool Corps: Rank and Foul (2010) #1,1,21900,95,"In the Marvel Universe Handbook style, this one-shot has everything you need to make sense of Deadpool! (Is that even possible?) In this issue, there are more ALL-NEW profiles than 'Pool has voices in his head -- from ""allies"" (Outlaw, Weasel, Zombie Deadpool), to enemies (Ajax, Dr. Bong, Madcap), to the hotties (Dr. Betty, Blind Al, Big Bertha) and the sheer awesomeness of the Sack! How could you pass this up? You know at least one of your personalities will love it! Featuring NEW ART for dozens of characters! More fun than a barrel of gun-wielding monkeys! Rated T  ...$3.99", | Deadpool, | writer:Chris Biggs | writer:Ronald Byrd | writer:Madison Carter | writer:Jeff Christiansen | writer:Michael Gagnon | writer:Kevin Garcia | writer:Michael Hoskin | writer:Rob London | writer:Eric J. Moreels | writer:Jacob Rougemont | writer:Stuart Vandal | penciller:Humberto Ramos | penciller:Gus Vazquez,, | onsaleDate:2010-03-24T00:00:00-0400 | focDate:2010-03-04T00:00:00-0500 | unlimitedDate:2010-12-13T00:00:00-0500, | printPrice:3.99 ,2010,3

