34919,Scarlet (2010) #3,3,24986,70,"Here it is!! The latest chapter in the best reviewed, creator-owned comics sensation of the year!    Scarlet has had enough and has planted her flag. The world is broken and she's going to fix it. But there are those who will not let this stand. In this issue you meet them.  The sides are being drawn.  The first issue sold out the same week it shipped!  Are you going to let that happen to you again? Hop on the Scarlet train for a comic book experience unlike anything else out there! From the Eisner award-winning team behind Daredevil, Spider-Woman, the Avengers and Halo. Parental Advisory '$3.95",,,, | onsaleDate:2010-11-03T00:00:00-0400 | focDate:2010-10-22T00:00:00-0400, | printPrice:3.95 ,2010,11

