30416,Hulk (2008) #21,21,50785,24,"FALL OF THE HULKS CONCLUSION! Now allied with Banner and Skaar, the Red Hulk takes the battle back to the Intelligencia home base. With the future of the U.S. at stake, can the most dangerous Hulk triumph? ", | Hulk | M.O.D.O.K. | Red Hulk, | writer:Jeph Loeb | penciller:Ed McGuinness, | Fall of the Hulks, | onsaleDate:2010-03-17T00:00:00-0400 | focDate:2010-02-25T00:00:00-0500 | unlimitedDate:2010-12-10T00:00:00-0500 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,3
 
