48531,All-New X-Men (2012) #28,28,57135,18,"- The future Brotherhood of Evil Mutants make their next devastating step against the sanctity of the X-Men. - Plus, more on the new mysteries surrounding Jean Grey! ",, | writer:Brian Michael Bendis | penciller (cover):Stuart Immonen,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-28T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
