31538,Invincible Iron Man (2008) #506,506,41052,39,"FEAR ITSELF tie-in! As Tony Stark falls apart and struggles to rebuild, the world needs Iron Man out there saving the day. Tony's constructing the future of Asgard, but if he can't even save himself...how can he save anyone else? ", | Iron Man, | editor:Alejandro Arbona | letterer:Joe Caramagna | colorist:Frank D'Armata | writer:Matt Fraction | penciller (cover):Salvador Larroca, | Fear Itself, | onsaleDate:2011-07-20T00:00:00-0400 | focDate:2011-06-27T00:00:00-0400 | unlimitedDate:2012-02-29T00:00:00-0500 | digitalPurchaseDate:2012-07-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,7
 
