19922,Iron Man (1998) #48,48,38655,50,, | Iron Man | Jocasta | Ultron, | editor:Tom Brevoort | editor:Jeff Youngquist | penciler:Omar Dogan | penciler:Keron Grant | letterer:Randy Gentile | inker:Rob Stull | writer:Frank Tieri | colorist:Angelo Tsang,, | onsaleDate:2002-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,11

