20842,Captain America (2004) #36,36,81354,13,"THE SECOND ACT OF THE DEATH OF CAPTAIN AMERICA COMES TO ITS SHOCKING CONCLUSION! The new Captain America fights the Red Skull's minions with Black Widow at his side and chaos erupting all around them!  Meanwhile, Sharon Carter, still under the control of Dr. Faustus, makes a horrifying discovery about the next stage of the Skull's plans!  By Eisner and Harvey Award-Winning Best Writer Ed Brubaker with art by master storytellers Steve Epting and Butch Guice.",, | writer:Ed Brubaker | letterer:Joe Caramagna | colorist:Frank D'Armata | penciller (cover):Steve Epting | artist:Butch Guice,, | onsaleDate:2008-03-19T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-10-30T00:00:00-0400 | digitalPurchaseDate:2010-06-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,3
 
