2410,X-Men (2004) #175,175,76546,18,"WILD KINGDOM Part 1 The X-Men travel deep to the heart of Africa to investigate reports of strange, mutated animals roaming wild near Wakanda. But what happens when their discoveries lead them to the King of Wakanda himself-the Black Panther?!", | Gambit | Havok | Iceman | Polaris | Rogue | Storm | X-Men, | colorist:Liquid Graphics | penciller (cover):Salvador Larroca | inker:Danny K. Miki | writer:Peter Milligan | letterer:Cory Petit,, | onsaleDate:2005-09-14T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:2.5 | digitalPurchasePrice:1.99,2005,9
 
