23767,Immortal Iron Fist (2006) #24,24,22323,84,"There have been sixty-six men and women to carry the mantle of the Immortal Iron Fist - sixty-six men and women who have proudly and eagerly stood fast before the unstoppable forces of evil, and valiantly fought them back. Except one.,2009,3
<br>This is the story of Park Li - a pacifist, who sought to pursue wisdom rather than war. But fate would defy him - as K'un-Lun is overwhelmed by a deadly plague, Park Li is the only student ready to become the city's Immortal Weapon. And war is coming...bloody, brutal war...
<br>Rated T+ ...$2.99
<br>",, | colorist:June Chung | inker:Jose Angel Cano Lopez | letterer:Nate Piekos | writer:Duane Swierczynski | penciller:Patrick Zircher,, | onsaleDate:2009-03-25T00:00:00-0400 | focDate:2009-03-05T00:00:00-0500 | unlimitedDate:2010-03-25T00:00:00-0400 | digitalPurchaseDate:2010-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
