30492,New Mutants (2009) #19,19,25440,68,"FALL OF THE NEW MUTANTS PART 5 The New Mutants lose the battle against Project Purgatory. Who has fallen? Who will no longer be on the New Mutants? ", | New Mutants, | penciller:Leonard Kirk | writer:Zeb Wells | artist:Dave Wilkins,, | onsaleDate:2010-11-24T00:00:00-0500 | focDate:2010-10-29T00:00:00-0400 | unlimitedDate:2011-11-16T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,11
 
