50620,Inhumanity (2013) #2,2,31460,61,"- Nick Bradshaw (WOLVERINE AND THE X-MEN) joins the master of Inhumanity Matt Fraction for a tale of the Inhuman Queen! - Medusa's kingdom is destroyed, her king is dead and her people's population just increased exponentially. Everything is different-how can she possibly deal with it all? ",, | penciller (cover):Nick Bradshaw | writer:Matt Fraction,, | onsaleDate:2014-01-29T00:00:00-0500 | focDate:2014-01-15T00:00:00-0500 | unlimitedDate:2014-07-28T00:00:00-0400 | digitalPurchaseDate:2014-01-29T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
