14319,X-Men (1991) #31,31,46863,19,, | Archangel | Beast | Gambit | Psylocke | Rogue | Spiral (Rita Wayword) | X-Men, | colorist:Digital Chameleon | colorist:Lovern Kindzierski | editor:Bob Harras | editor:Ben Raab | penciller (cover):Andy Kubert | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Matt Ryan,, | onsaleDate:1994-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,4

