13968,Uncanny X-Men (1963) #427,427,91716,11,, | Archangel | Husk | Jubilee | X-Men, | writer:Chuck Austen | writer:Stan Lee | penciller:Steve Kim | editor:Mike Marts | colorist:Jd Smith | penciller (cover):Philip Tan | letterer:Rus Wooton,, | onsaleDate:2003-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2013-04-02T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,7

