20032,Ghost Rider (2001) #1,1,53212,21,, | Ghost Rider (Johnny Blaze), | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | colorist:Jeromy Cox | writer:Devin Grayson | penciler:Trent Kaniuga | letterer:John L | letterer:Richard Starkings | inker:Danny K. Miki,, | onsaleDate:2001-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,6

