35528,Amazing Spider-Man (1999) #667,667,71235,6,"THE SPIDER-MAN EVENT OF THE DECADE BEGINS! Start Webbing The News! New York City's Infestation is complete and eight million people are plagued! As someone near to Peter Parker's life reveals their spider-abilities, the brilliantly fearsome Jackal rises from the past and begins organizing an army of Spider-powered  soldiers. Spider-Man isn't the only hero affected as the threat goon grows bigger than any one Fantastically Friendly Neighborhood Avenger can handle. Best-selling Spidey creators Dan Slott and Humberto Ramos spin a Spider-epic that turns Peter Parker's BIG TIME into a BIG MESS.  Bad romance, death-defying violence and one man facing his FINAL fearsome destiny... this one's got it all! Simply put, pal....YOU NEED THIS!", | Black Panther | Captain Marvel (Carol Danvers) | Carlie Cooper | Cloak | Dagger | Firestar | Hawkeye | Hulk | Iron Fist (Danny Rand) | J. Jonah Jameson | Jackal | Luke Cage | Mary Jane Watson | May Parker | Mr. Fantastic | Shang-Chi | Spider-Girl (Anya Corazon) | Spider-Man | Spider-Woman (Jessica Drew) | Thing, | letterer:Joe Caramagna | inker:Carlos Alberto cruz Cuevas | colorist:Edgar Delgado | penciller (cover):Humberto Ramos | writer:Dan Slott | editor:Stephen Wacker, | Spider-Island, | onsaleDate:2011-08-10T00:00:00-0400 | focDate:2011-07-11T00:00:00-0400 | unlimitedDate:2012-01-30T00:00:00-0500 | digitalPurchaseDate:2011-08-10T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,8

