23613,Wolverine and Power Pack (2008) #4,4,4600,241,"Alex Power is about to become a Ninja Master -- on one of Japan's most popular game shows! But first, he and the rest of Power Pack will have to fight a horde of real-live ninjas if they plan to get Alex to the show's taping in one piece. Luckily, Wolverine is in town and ready to lend the Pack a much needed hand against the Hand!,2009,2
<br>Plus...MINI MARVELS!!!
<br>All Ages ...$2.99
<br>", | Iron Man | Wolverine, | inker:Gurihiru | penciller:Chris Giarrusso | letterer:Dave Sharpe | writer:Marc Sumerak | other:Akihide Yanagi,, | onsaleDate:2009-02-04T00:00:00-0500 | focDate:2009-01-15T00:00:00-0500 | unlimitedDate:2015-10-05T00:00:00-0400, | printPrice:2.99
 
