3541,Super-Villain Team-Up/Modok's 11 (2007) #1,1,22605,102,"M.O.D.O.K. gathers a team of villains together for his most shocking scheme yet! ",, | letterer:Randy Gentile | writer:Fred Van Lente,, | onsaleDate:2007-07-18T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-19T00:00:00-0400 | digitalPurchaseDate:2012-09-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,7
 
