48588,Captain America (2012) #21,21,30427,71,"- This is it, the one you don't want to miss: The beginning of the end of Steve Rogers.! - The Iron Nail breaks Captain America! - Steve Rogers lays a final sacrifice on the altar of freedom. ",, | penciller (cover):Nic Klein | writer:Rick Remender,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
