46455,Secret Avengers (2013) #11,11,17109,146,"The Junkman of Brooklyn! Will our new hero ever choose a name? And...oh yeah...Fury, Coulson and Iron Patriot face certain death. No biggie.",, | penciller (cover):Nic Klein | artist:Luke Ross, | Infinity, | onsaleDate:2013-11-20T00:00:00-0500 | focDate:2013-11-06T00:00:00-0500 | unlimitedDate:2014-05-19T00:00:00-0400 | digitalPurchaseDate:2013-11-20T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
