23112,Avengers: The Initiative (2007) #21,21,47719,26,"INITIATIVE DISSASEMBLED PART 1 Shadow Initiative approaches Madripoor and the Mutant Zero's secret is revealed! ", | Bengal | Constrictor | Gauntlet (Joseph Green) | Komodo (Melati Kusuma) | Taskmaster | Thor | Thor Girl | Tigra (Greer Nelson) | Trauma, | letterer:Joe Caramagna | colorist:Edgar Delgado | writer:Christos Gage | penciller (cover):Humberto Ramos | editor:Jeanine Schaefer, | Dark Reign, | onsaleDate:2009-01-28T00:00:00-0500 | focDate:2009-01-08T00:00:00-0500 | unlimitedDate:2009-07-06T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,1
 
