16057,Marvel Knights (2000) #11,11,32717,50,"The Marvel Knights welcome their newest member: Luke Cage, Power Man. But why will this latest addition cause conflict within the group? And what awaits Cage on his first mission?", | Bengal | Black Widow | Dagger | Daredevil | Moon Knight | Punisher | Tombstone | Zaran, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | penciler:Eduardo Barreto | penciler:Trent Kaniuga | inker:Nelson DeCastro | inker:Danny K. Miki | writer:Chuck Dixon | colorist:Dave Kemp | colorist:Avalon Studio | letterer:Jason Levine | letterer:Richard Starkings,, | onsaleDate:2001-05-01T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-06-08T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,3

