23608,Avengers: The Initiative (2007) #22,22,46924,29,"INITIATIVE DISSASEMBLED PART 2 New Warriors versus the Thor clone! Shadow Initiative faces down HYDRA in Madripoor! ", | Constrictor | Gauntlet (Joseph Green) | Komodo (Melati Kusuma) | Taskmaster | Thor | Thor Girl | Tigra (Greer Nelson) | Trauma, | letterer:Joe Caramagna | colorist:Edgar Delgado | writer:Christos Gage | penciller (cover):Humberto Ramos | editor:Jeanine Schaefer, | Dark Reign, | onsaleDate:2009-02-25T00:00:00-0500 | focDate:2009-02-05T00:00:00-0500 | unlimitedDate:2009-07-06T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,2
 
