21199,Ms. Marvel (2006) #27,27,41119,52,"There is a Skrull in Lightning Storm's midst. There is a secret truth to the life of Ms. Marvel's lover, William Wagner. And something happens between Ms. Marvel and Wonder Man that can never be undone. ", | Captain Marvel (Carol Danvers), | artist:Andres Coelho | penciller (cover):Greg Horn | writer:Brian Reed | letterer:Dave Sharpe | colorist:Chris Sotomayor,, | onsaleDate:2008-05-29T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-04-14T00:00:00-0400 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,5
 
