3888,Friendly Neighborhood Spider-Man (2005) #6,6,58845,31,"Think Spider-Man doesn't have to worry about death anymore, having escaped its grasp in THE OTHER? Think again, as Spider-Man finds himself back in the wrestling ring, squaring off against a masked wrestler whose name literally means ""Death""! ", | Crossbones | Spider-Man, | writer:Peter David | inker:Karl Kesel | colorist:Paul Mounts | letterer:Cory Petit | penciller (cover):Mike Wieringo,, | onsaleDate:2006-03-15T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:2.99,2006,3
 
