48688,X-Men (2013) #15,15,38271,51,"- A generational saga/war unfolds... mothers and daughters, fathers and sons, and one poor mall rat named Jubilee caught in the middle.. - The JGS has always been a school. Is it time to become an army? Or will their differences prove their greatest asset? ",, | penciller (cover):Terry Dodson | artist:Clay Mann | writer:Brian Wood,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-06-04T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
