13442,Runaways (2005) #26,26,46119,58,"DEAD END KIDS PART 2 The kids forge ahead on their New York adventure and encounter someone more dangerous than anyone they ever encountered in California. Enter: The Punisher! ", | Runaways, | penciller (cover):Jo Chen | letterer:Randy Gentile | inker:Rick Ketcham | penciller:Michael Ryan | colorist:Christina Strain | writer:Joss Whedon,, | onsaleDate:2007-05-02T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-06-16T00:00:00-0400 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,5
 
