40648,Hulk (2008) #45,45,23273,85,"HULK OF ARABIA Part Four! Red Hulk and Machine Man face off against Dagan Shah, the mysterious new powerhouse whose mythical kingdom of Sharzhad has become a destabilizing new force to be reckoned with! ", | Red Hulk, | letterer:Ed Dukeshire | writer:Jeff Parker | colorist:Rachelle C Rosenberg | penciller (cover):Patrick Zircher,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-14T00:00:00-0500 | unlimitedDate:2012-02-23T00:00:00-0500, | printPrice:2.99,2011,12
 
