15574,Fantastic Four (1998) #52,52,49808,19,, | Black Bolt | Captain Marvel (Mar-Vell) | Crystal | Fantastic Four | Gorgon | Human Torch | Inhumans | Karnak | Lockjaw | Medusa | Silver Surfer | Thing | Thor | Triton, | penciller:Mark Bagley | editor:Tom Brevoort | editor:Marc Sumerak | editor:Jeff Youngquist | colorist:Liquid Color | writer:Karl Kesel | writer:Rafael Marin | writer:Carlos Pacheco | letterer:Richard Starkings | inker:Al Vey | penciller (cover):Mike Wieringo,, | onsaleDate:2002-04-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-03-20T00:00:00-0400 | digitalPurchaseDate:2013-09-17T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,2

