18669,Thor (1998) #44,44,38767,45,NUFF SAID!  This issue is presented without dialogue as a part of the NUFF SAID event!, | Loki | Odin | Sif | Thor, | editor:Tom Brevoort | editor:Marc Sumerak | penciler:Stuart Immonen | penciler:Ariel Olivetti | writer:Dan Jurgens | colorist:Dave Kemp | inker:Scott Koblish | letterer:Richard Starkings,, | onsaleDate:2002-02-10T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-03-08T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,12

