379,Iron Man (1998) #73,73,34135,66,"THE BEST DEFENSE PART 1 (of 6) The U.S. Military wants Tony Stark to start building weapons again, but ol' Shellhead has one condition: that he be named Secretary of Defense. What can Iron Man do as Secretary of Defense that he can't as a super hero?", | Iron Man, | penciller:Jorge Pereira Lucas | writer:John Miller,, | onsaleDate:2003-10-08T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-10T00:00:00-0400 | digitalPurchaseDate:2010-08-04T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2003,10
 
