26845,Ultimate Comics Avengers (2009) #6,6,53438,20,"Like father like son? Looks like this anticipated Father-Son reunion will result in bullets instead of tears! Will the Avengers get there in time to keep Captain America and Red Skull from blowing themselves away and the world in the process? ", | Captain America (Ultimate), | writer:Mark Millar | penciller:Carlos Pacheco,, | onsaleDate:2010-04-21T00:00:00-0400 | focDate:2010-03-25T00:00:00-0400 | unlimitedDate:2010-12-23T00:00:00-0500 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,4
 
