25436,Incredible Hercules (2008) #136,136,26431,79,"The face-off Herc fans have been clamoring for since his series began is here at last! God of Strength versus God of Thunder! Adamantine mace versus uru hammer! Olympian versus Asgardian! Incredible versus Mighty! That's right -- HERCULES battles THOR! The Odinson discovers the Lion of Olympus has been impersonating him and he's out to prove nothing beats the original! Then, in #137, the epic Secret Origin of Amadeus Cho concludes! He learns his connection with the original MASTER MIND EXCELLO and the identity of who really killed his parents! And once Amadeus knows this, will he look to reunite with Hercules... or destroy him? Rated T  ...$2.99",, | inker:Rafael Albuquerque | inker:Nelson DeCastro | letterer:Simon Bowland | penciller:Reilly Brown | writer:Greg Pak | writer:Fred Van Lente | colorist:John Rauch,, | onsaleDate:2009-10-14T00:00:00-0400 | focDate:2009-09-24T00:00:00-0400 | unlimitedDate:2011-02-25T00:00:00-0500 | digitalPurchaseDate:2013-01-15T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,10

