21346,Ms. Marvel (2006) #28,28,42178,51,"The SECRET INVASION is here and the Battle for Manhattan has begun. Earth's heroes have been scattered, New York City is under siege and only Ms. Marvel is left to stand up for humanity. ", | Captain Marvel (Carol Danvers), | inker:Mariah Benes | colorist:Greg Horn | colorist:Chris Sotomayor | penciller:Adriana Melo | writer:Brian Reed | letterer:Dave Sharpe, | Secret Invasion, | onsaleDate:2008-06-25T00:00:00-0400 | focDate:2008-06-05T00:00:00-0400 | unlimitedDate:2009-04-01T00:00:00-0400 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,6
 
