36342,Incognito: Bad Influences (2010) #1,1,20316,97,"LAST YEAR'S BREAKOUT HIT FINALLY RETURNS!  By the award-winning team of Ed Brubaker and Sean Phillips.  One of the biggest Hollywood options of the year, nominated for THREE Eisner Awards, INCOGNITO is finally back for more! It's apocalyptic pulp noir at its finest!  It's been over a year since Zack Overkill came out of Witness Protection to build a new life. But working for the government isn't that different from being controlled by them, and his new secret identity is becoming more trouble than it's worth' So what will Zack do when tasked with a mission that sends him on a hunt into darkest corners of the super-criminal underworld where he was raised? Also returning with Incognito are the exclusive Pulp magazine essays by Jess Nevins, Professor of pulp history, only available in the single issues of Incognito. MATURE CONTENT/ NO ADS ' $3.50",, | writer:Ed Brubaker | penciller:Sean Phillips,, | onsaleDate:2010-10-27T00:00:00-0400 | focDate:2010-10-07T00:00:00-0400, | printPrice:3.5 ,2010,10

