13456,Irredeemable Ant-Man (2006) #8,8,15587,142,"Ant-Man is in need of employment â€"" running from the law costs money. Luckily, Damage Control needs someone who can sift through rubble for survivors. Don't worry -he'll still got time to spy on the ladies like the despicable human being that he is. ",, | colorist:Bill Crabtree | penciller (cover):Phil Hester | writer:Robert Kirkman | penciller:Cory Walker | letterer:Rus Wooton,, | onsaleDate:2007-05-23T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-04-11T00:00:00-0400 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,5
 
