15621,Daredevil (1998) #20,20,61926,17,, | Daredevil, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | colorist:Chris Chuckry | colorist:Chris Sotomayor | penciller:Gene Colan | penciller:Phil Winslade | writer:Bob Gale | writer:Kevin Hall | writer:Stan Lee | inker:James Hodgkins | inker:Tom Palmer | penciller (cover):David Mack | letterer:Richard Starkings,, | onsaleDate:2001-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,7

