33620,Secret Avengers (2010) #3,3,72293,10,"What hides in the depths of the red planet? How does it link to the Shadow Empire lurking behind the scenes in America for nearly 150 years? And will our heroes be able to save one of their own? ",, | writer:Ed Brubaker | penciler:Mike Deodato | penciler:Marko Djurdjevic,, | onsaleDate:2010-07-28T00:00:00-0400 | focDate:2010-07-08T00:00:00-0400 | unlimitedDate:2011-07-19T00:00:00-0400 | digitalPurchaseDate:2011-11-29T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,7
 
