16060,Marvel Knights (2000) #14,14,30739,58,"Shang-Chi, master of kung-fu, is a hero - but his father is pure evil! And when his dear daddy launches a major assault on the Knights, one member calls it quits! But who leaves: Daredevil, Moon Knight, Luke Cage...or Shang-Chi himself? Meanwhile, there's something rotten at the heart of S.H.I.E.L.D. - and Dagger and Black Widow are determined to find out what it is!",,,, | onsaleDate:2001-08-01T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-06-08T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,6

