39258,Avenging Spider-Man (2011) #2,2,60682,13,"Spider-Man and Red Hulk lead an underground army in this action packed extravaganza! ", | Red Hulk | Spider-Man, | artist:Joe Madureira | artist:Ed McGuinness | writer:Zeb Wells,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-23T00:00:00-0500 | unlimitedDate:2012-09-05T00:00:00-0400 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
