14308,X-Men (1991) #21,21,27663,66,, | Beast | Cyclops | Gambit | Jubilee | Mesmero | Psylocke | PsyNapse | Rogue | Silver Samurai | Storm | Tusk | Wolverine | X-Men, | editor:Bob Harras | editor:Lisa Patrick | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Dan Panosian | penciller (cover):Brandon Peterson | colorist:Joe Rosas,, | onsaleDate:1993-06-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,6

