38950,Ultimate Comics Hawkeye (2011) #1,1,30469,55,"Clint Barton, the hero known as Hawkeye, is back and on a mission! Prepare for Hawkeye's climactic return to the Ultimate Comics Universe in the beginning of this pulse-pounding series! ", | Hawkeye (Ultimate) | Nick Fury (Ultimate), | editor:Axel Alonso | editor:Mark Paniccia | colorist:Brad Anderson | penciller (cover):Kaare Andrews | letterer:Clayton Cowles | writer:Jonathan Hickman | penciller:Rafa Sandoval | inker:Jordi Tarragona,, | onsaleDate:2011-08-31T00:00:00-0400 | focDate:2011-08-17T00:00:00-0400 | unlimitedDate:2013-04-08T00:00:00-0400 | digitalPurchaseDate:2011-08-31T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
