16494,Super-Villain Team-Up/Modok's 11 (2007) #3,3,14815,131,"M.O.D.O.K.'s team executes its heist, and pretty much everything that could go wrong does. Another traitor is revealed in their ranks. One of the 11 is stripped of his powers, and mystery villain shows up out of nowhere to rip off their score. ",, | colorist:Guru-eFX | penciller (cover):Marko Djurdjevic | inker:Terry Pallot | letterer:Nate Piekos | penciller:Francis Portela | writer:Fred Van Lente,, | onsaleDate:2007-09-06T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-07T00:00:00-0400 | digitalPurchaseDate:2012-09-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,9
 
