46968,Uncanny Avengers Annual (2014) #1,1,45488,35,"- The first appearance of the Avengers of the Supernatural! - When the producers of the Mojoverse can't make a hit series they call on Mojo to gather an all-new, all-creepy Avengers! - Can the Uncanny Avengers survive the wrath of an unleashed Spirit of Vengeance? ",, | penciller (cover):Art Adams | writer:Rick Remender | artist:Paul Renaud,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-16T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
