14964,New X-Men (2001) #145,145,101879,9,"ASSAULT ON WEAPON + PART 4 Now in the Weapon + nerve center, in Earth orbit, the mutant trio attempt to take the whole operation down. Can they destroy Weapon XV? Plus, Wolverine finds his own Weapon + project files! What will he learn? ",,,, | onsaleDate:2003-09-24T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-11-18T00:00:00-0500 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2003,9
 
