30320,Amazing Spider-Man (1999) #645,645,56709,18,"ORIGIN OF THE SPECIES PART 4 Everyone's favorite friendly neighborhood Spider-Man isn't so friendly tonight. No one knows that better than the criminals he's been taking down. Featuring Shocker, Chameleon and Doc Ock!", | Black Cat | Chameleon | Harry Osborn | J. Jonah Jameson | Lily Hollister | Lizard | Mary Jane Watson | May Parker | Sandman | Screwball | Spider-Man | Tombstone, | penciller:Paul Azaceta | letterer:Joe Caramagna | penciller (cover):Marko Djurdjevic | colorist:Javier Rodriguez | writer:Mark Waid,, | onsaleDate:2010-10-13T00:00:00-0400 | focDate:2010-09-23T00:00:00-0400 | unlimitedDate:2011-10-03T00:00:00-0400 | digitalPurchaseDate:2011-10-04T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,10

