48589,Captain America (2012) #22,22,34563,88,"The Tomorrow Soldier part 1 This is it! The final chapter of the story that begin in Dimension Z! After the Earth shattering events of last issue how can Steve Rogers survive his new situation? Two of his oldest foes move forward their plot! Enter Arnim Zola and The Red Skull! A face from the past hunts Steve. Can even The Avengers keep him safe?",, | penciller (cover):Carlos Pacheco | writer:Rick Remender,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
