21590,Invincible Iron Man (2008) #3,3,63030,26,"Tony Stark's about to face a shocking new menace...one that's oddly familiar! Is this all part of Ezekiel Stane's unstoppable plan to destroy his sworn enemy, Iron Man?! Has Tony's incomparable intellect, genius technical acuity and vast business acumen finally met their match in the brilliant young Zeke? How's ol' Tony gonna get out of this one?", | Dum Dum Dugan | Iron Man | Maria Hill | Obadiah Stane | Pepper Potts | S.H.I.E.L.D., | colorist:Frank D'Armata | colorist:Paco Roca | letterer:Chris Eliopoulos | writer:Matt Fraction | inker:Salvador Larroca,, | onsaleDate:2008-07-09T00:00:00-0400 | focDate:2008-06-19T00:00:00-0400 | unlimitedDate:2009-06-02T00:00:00-0400 | digitalPurchaseDate:2010-08-12T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,7

