1413,Fantastic Four (1998) #521,521,47636,27,"""GALACTUS"" Part 2 (of 5),2004,12
<br>Galactus's worst Herald ever - coincidentally a member of the FF - is running out of time.  So far, the mystery Herald has been able to stall Galactus from sating his cosmic hunger -- but that luck won't hold forever. What planet will be chosen as Galactus's next victim?", | Fantastic Four, | inker:Karl Kesel | colorist:Paul Mounts | writer:Mark Waid | penciller (cover):Mike Wieringo | letterer:Rus Wooton,, | onsaleDate:2004-12-15T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:2.99
 
