29288,Mighty Avengers (2007) #34,34,49855,27,"The Mighty Avengers are poised to join the Siege on Asgard, but first they have some pretty huge issues to resolve. THOR vs. the MIGHTY AVENGERS!  LOKI revealed!  Someone's off the team?!  The most insane thing HANK PYM will ever do (and for Hank Pym, that's saying a LOT)!  All this and more! Rated A ...$2.99", | Amadeus Cho | Edwin Jarvis | Hank Pym | Hercules | Jocasta | Loki | Quicksilver | Stature | Thor | Vision, | penciller:Neil Edwards | penciller:Khoi Pham | writer:Dan Slott, | Siege, | onsaleDate:2010-03-03T00:00:00-0500 | focDate:2010-02-11T00:00:00-0500 | unlimitedDate:2010-12-14T00:00:00-0500 | digitalPurchaseDate:2011-12-27T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,3

