12395,X-Treme X-Men: The Savage Land (2001) #2,2,65231,13,, | Beast | Bishop | Rogue | Storm | Thunderbird (Neal Shaara) | X-Men, | writer:Chris Claremont | colorist:Chris Garcia | colorist:Mike Garcia | colorist:Liquid Graphics | colorist:Avalon Studio | editor:Matt Hicks | editor:Andrew Lis | editor:Mark Powers | inker:Danny K. Miki | letterer:Tom Orzechowski | penciller (cover):Kevin Sharpe,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2001,10

