37068,Chaos War: Chaos King (2010) #1,1,17578,103,"As darkness blankets the stars, only the gods of Zenn-La, homeworld of the Silver Surfer, remain to oppose the Chaos King before he begins his march on the final battleground: Earth! ", | Fantastic Four | Human Torch | Invisible Woman | Mr. Fantastic | Thing, | penciller:Michael Kaluta | writer:BRANDON MONTCLARE, | Chaos War, | onsaleDate:2010-11-17T00:00:00-0500 | focDate:2010-10-28T00:00:00-0400 | unlimitedDate:2011-11-02T00:00:00-0400, | printPrice:3.99,2010,11
 
