15988,World War Hulk: Front Line (2007) #2,2,76113,23,"Ben Urich and Sally Floyd, now running their own newspaper, attempt to single-handedly cover a story that even the big boys can't! Plus, detective Danny Granville and the alien known as Korg race to figure out who killed one of Hulk's allies! ", | Hulk, | penciller:Ramon Bachs | penciller:Shawn Martinbrough | penciller:Chris Moreno | writer:Paul Jenkins | penciller (cover):John Watson, | World War Hulk, | onsaleDate:2007-07-18T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-20T00:00:00-0400 | digitalPurchaseDate:2011-08-03T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,7
 
