30628,Uncanny X-Men (1963) #531,531,55770,14,"QUARANTINE PART 2 Wolverine's healing factor is down and he's suffering adamantium poisoning. And if that weren't bad enough, The Collective Man has Chinatown in the palms of his many hands! ",,,, | onsaleDate:2010-12-22T00:00:00-0500 | focDate:2010-12-11T00:00:00-0500 | unlimitedDate:2013-04-08T09:39:56-0400 | digitalPurchaseDate:2012-06-12T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
