13326,Spider-Girl (1998) #1,1,47282,35,, | Spider-Girl (May Parker), | inker:Brett Breeding | inker:Al Williamson | letterer:Janice Chiang | letterer:Jim Novak | writer:Tom DeFalco | penciller:Ron Frenz | penciller:Patrick Olliffe | editor:Bob Harras | colorist:Christie Scheele | colorist:Bob Sharen,, | onsaleDate:1998-10-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:1.99 ,2006,10

