29751,Black Widow (2010) #4,4,18665,111,"The Avengers haven't been able to help, the US government is somehow involved and the web of intrigue surrounding Natasha has tightened into a noose! Will the Black Widow discover who's out to destroy her before it's too late? ", | Black Widow | Lady Bullseye | Winter Soldier, | penciller:Daniel Acuna | editor:Alejandro Arbona | editor:Ralph Macchio | editor:Joe Quesada | writer:Marjorie Liu | letterer:Nate Piekos,, | onsaleDate:2010-07-21T00:00:00-0400 | focDate:2010-07-01T00:00:00-0400 | unlimitedDate:2014-10-20T09:17:38-0400, | printPrice:2.99,2010,7
 
