48868,Thunderbolts (2012) #27,27,21778,107,"- THE PUNISHER VS. THE THUNDERBOLTS, PART 1 - Writers Ben Acker & Blacker, creators of The Thrilling Adventure Hour and writers of the 2013 Thunderbolts Annual, take control of the TBOLTS... - ...AND TEAR THEM APART! - Guest-starring The Avengers! ",, | writer:Benjamin Acker | writer:Benjamin a. Blacker | artist:Carlo Barberi | penciller (cover):David Yardin,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-06-04T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
