23658,Black Panther (2008) #1,1,6291,210,"These solicits are classified until the release of Secret Invasion #8. Pick up the free Marvel Previews: Dark Reign Edition in-stores the same day as Secret Invasion #8. (12/3/08) Rated A ...$3.99", | Black Panther, | colorist:Edgar Delgado | colorist:Paul Mounts | other:Chris Eliopoulos | writer:Reginald Hudlin | penciller:Ken Lashley | inker:Paul Neary | letterer:Cory Petit, | Dark Reign, | onsaleDate:2009-02-04T00:00:00-0500 | focDate:2009-01-15T00:00:00-0500, | printPrice:3.99 23657,Black Panther (2008) #1,1,6291,210,"These solicits are classified until the release of Secret Invasion #8.  Pick up the free Marvel Previews: Dark Reign Edition in-stores the same day as Secret Invasion #8. (12/3/08)  Rated A ...$3.99", | Black Panther | Captain America, | penciller:Jeff Scott Campbell | writer:Reginald Hudlin | artist:Ken Lashley | colorist:Paul Mounts | inker:Paul Neary | letterer:Cory Petit,, | onsaleDate:2009-02-04T00:00:00-0500 | focDate:2009-01-15T00:00:00-0500 | unlimitedDate:2009-09-29T00:00:00-0400 | digitalPurchaseDate:2012-09-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,3

