10322,New Mutants (2003) #1,1,56640,18,, | Magma (Amara Aquilla) | New Mutants, | editor:C. B. Cebulski | editor:Stephanie Moore | writer:Nunzio DeFilippis | writer:Christina Weir | letterer:Chris Eliopoulos | penciller:Keron Grant | colorist:Dan Kemp | penciller (cover):Joshua Middleton,, | onsaleDate:2003-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2003,5

