10329,New Mutants (2003) #4,4,41687,40,, | Archangel | Beast | Colossus | Iceman | Magma (Amara Aquilla) | New Mutants | Nightcrawler | Northstar | Storm | Wolverine | Xorn (Kuan-Yin Xorn), | editor:MacKenzie Cadenhead | editor:C. B. Cebulski | writer:Nunzio DeFilippis | writer:Christina Weir | letterer:Randy Gentile | penciller:Keron Grant | colorist:Dan Kemp | colorist:Avalon Studio | penciller (cover):Joshua Middleton | inker:Rob Stull,, | onsaleDate:2003-10-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2003,9

