36004,Deadpool Team-Up (2009) #884,884,15526,117,"Deadpool's in trouble â€"" he's stuck in an elevator with The Watcher! How will constantly being watched affect Deadpool's merc skills? And will the Watcher be able to keep his vow not to interfere in the affairs of men when Deadpool is really annoying? ", | Deadpool | Uatu The Watcher, | penciller:Jacob Chabot | writer:Tom Peyer | penciller (cover):Skottie Young,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2012-01-25T00:00:00-0500 | digitalPurchaseDate:2012-11-13T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
