48636,Guardians of the Galaxy (2013) #17,17,62986,20,"With some new faces on the team, it might be time for the Guardians to have a little team-building vacation. Or, you know, they could keep fighting alien warlords and galactic empires. Guess they&#39;ll have to plan that team-building retreat for next month.",, | writer:Brian Michael Bendis | penciller (cover):Ed McGuinness,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
