39849,Fear Itself (2010) #1,1,128595,1,"DO YOU FEAR...TOMORROW? In this time of global anxiety, of economic turmoil and mass hysteria, Sin, the new Red Skull, has made an awesome discovery...a shameful secret that will rock the foundations of the Marvel Universe! A revelation that will divide father and son, turn friend against friend, and herald the rise of Fear personified. HE IS RETURNING...and the world has nothing to fear but FEAR ITSELF. Matt Fraction and Stuart Immonen bring fans the biggest Marvel the biggest Marvel event since CIVIL WAR!", | Avengers | Captain America | Captain Marvel (Carol Danvers) | Ghost Rider (Daniel Ketch) | Ghost Rider (Johnny Blaze) | Hawkeye | Hulk | Iron Fist (Danny Rand) | Iron Man | Luke Cage | Mockingbird | Sin | Spider-Man | Spider-Woman (Jessica Drew) | Thing | Thor | Wolverine, | penciller:Stuart Immonen | penciller (cover):Steve McNiven, | Fear Itself, | onsaleDate:2011-04-06T00:00:00-0400 | focDate:2011-03-23T00:00:00-0400 | unlimitedDate:2012-03-12T00:00:00-0400 | digitalPurchaseDate:2011-09-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
